fid,address,beds,city,country,county,id,latitude,longitude,name,population,sourcedate,state,status,telephone,type,website,zip,,,,,,,,
5178,2311 NORTH OREGON STREET,32,EL PASO,USA,EL PASO,18379902,31.77347373,-106.5022513,PREMIER SPECIALTY HOSPITAL OF EL PASO,32,9/3/2019 0:00,TX,OPEN,(915) 545-1823,LONG TERM CARE,http://www.encore-healthcare.com/mesa_hills/index.aspx,79902,,,,,,,,
5179,1740 CURIE DRIVE,62,EL PASO,USA,EL PASO,18479902,31.77862724,-106.4772989,KINDRED HOSPITAL EL PASO,62,9/3/2019 0:00,TX,OPEN,(915) 351-9044,LONG TERM CARE,http://www.khelpaso.com,79902,,,,,,,,
5180,7800 OAKMONT BOULEVARD,80,FORT WORTH,USA,TARRANT,20976132,32.665697,-97.42370538,KINDRED HOSPITAL - TARRANT COUNTY - FORT WORTH SOUTHWEST,80,9/3/2019 0:00,TX,OPEN,(817) 346-0094,LONG TERM CARE,http://www.kindredhospitalfwsw.com/,76132,,,,,,,,
5181,707 SOUTH ROLAND STREET,25,SPEARMAN,USA,HANSFORD,49879081,36.19027677,-101.1996141,HANSFORD COUNTY HOSPITAL,25,9/3/2019 0:00,TX,OPEN,(806) 659-2535,GENERAL ACUTE CARE,http://www.hchd.net,79081,,,,,,,,
5182,718 LEXINGTON AVENUE,30,SAN ANTONIO,USA,BEXAR,47178212,29.43763615,-98.49305967,ACUITY HOSPITAL OF SOUTH TEXAS,30,9/3/2019 0:00,TX,OPEN,(210) 572-4600,LONG TERM CARE,http://www.acuityhealthcare.net,78212,,,,,,,,
5183,16088 SAN PEDRO,10,SAN ANTONIO,USA,BEXAR,134178232,29.58772294,-98.47345927,BAPTIST EMERGENCY HOSPITAL - THOUSAND OAKS,10,9/3/2019 0:00,TX,OPEN,(210) 402-4092,GENERAL ACUTE CARE,http://www.baptistemergencyhospital.com/,78232,,,,,,,,
5184,5001 N PIEDRAS,-999,EL PASO,USA,EL PASO,15579930,31.82079555,-106.4624822,EL PASO VA HEALTH CARE SYSTEM,-999,9/26/2019 0:00,TX,OPEN,(951) 564-6100,MILITARY,http://www.elpaso.va.gov/,79930,,,,,,,,
5185,400 YOUENS DRIVE,38,WEIMAR,USA,COLORADO,73678962,29.69450237,-96.78813415,WEIMAR MEDICAL CENTER,38,9/3/2019 0:00,TX,OPEN,(979) 725-8274,GENERAL ACUTE CARE,http://weimarhospital.com/,78962,,,,,,,,
5186,10811 TOWN CENTER DRIVE,8,SAN ANTONIO,USA,BEXAR,71378232,29.46171808,-98.68991382,BAPTIST EMERGENCY HOSPITAL - WESTOVER HILLS,8,9/3/2019 0:00,TX,OPEN,(210) 572-0911,GENERAL ACUTE CARE,http://www.baptistemergencyhospital.com/,78232,,,,,,,,
5187,333 NORTH SANTA ROSA STREET,652,SAN ANTONIO,USA,BEXAR,134878207,29.42803731,-98.49837581,CHILDREN'S HOSPITAL OF SAN ANTONIO,652,9/3/2019 0:00,TX,OPEN,(210) 704-3907,CHILDREN,http://www.chofsa.org/,78207,,,,,,,,
5188,2827 BABCOCK ROAD,172,SAN ANTONIO,USA,BEXAR,134978229,29.51281257,-98.59013727,CHRISTUS SANTA ROSA - MEDICAL CENTER,172,9/3/2019 0:00,TX,OPEN,(210) 705-6021,GENERAL ACUTE CARE,http://www.christussantarosa.org/medicalcenter,78229,,,,,,,,
5189,22 BERMUDA LANE,76,LONGVIEW,USA,GREGG,35175605,32.56443086,-94.76403545,MAGNOLIA BEHAVIORAL HOSPITAL OF EAST TEXAS,76,9/3/2019 0:00,TX,OPEN,(903) 291-3456,PSYCHIATRIC,http://www.longviewhospital.com,75605,,,,,,,,
5190,130 SOUTH CENTRAL EXPRESSWAY,103,MCKINNEY,USA,COLLIN,73375070,33.19729748,-96.64053232,MEDICAL CITY OF MCKINNEY - WYSONG CAMPUS,103,9/3/2019 0:00,TX,OPEN,(972) 548-5300,PSYCHIATRIC,http://medicalcenterofmckinney.com/service/psychiatry,75070,,,,,,,,
5191,2130 VENTURA ROAD,30,OXNARD,USA,VENTURA,33693030,34.22414131,-119.1942305,PACIFIC SHORES HOSPITAL,30,2/4/2016 0:00,CA,CLOSED,NOT AVAILABLE,PSYCHIATRIC,http://www.raderprograms.com,93030,,,,,,,,
5192,1106 N IH 35,24,SAN MARCOS,USA,HAYS,77878666,29.8840848,-97.91806068,WELLBRIDGE HOSPITAL OF SAN MARCOS,24,9/3/2019 0:00,TX,OPEN,(512) 353-0914,PSYCHIATRIC,http://oceanssanmarcos.com/,78666,,,,,,,,
5193,1301 PUNCHBOWL STREET,495,HONOLULU,USA,HONOLULU,2396813,21.3080396,-157.8536385,QUEENS MEDICAL CENTER,495,9/26/2019 0:00,HI,OPEN,(808) 538-9011,GENERAL ACUTE CARE,http://www.queens.org,96813,,,,,,,,
5194,4000 SOUTH LOOP 256,70,PALESTINE,USA,ANDERSON,41075802,31.7384786,-95.64436996,PALESTINE REGIONAL REHABILITATION AND PSYCHIATRIC CAMPUS,70,9/3/2019 0:00,TX,OPEN,(903) 731-1000,REHABILITATION,http://www.palestineregional.com/services/rehabilitation.aspx,75801,,,,,,,,
5195,849 SOUTH THREE NOTCH STREET,88,ANDALUSIA,USA,COVINGTON,1336420,31.29579533,-86.49454911,ANDALUSIA REGIONAL HOSPITAL,88,8/9/2019 0:00,AL,OPEN,(334) 222-8466,GENERAL ACUTE CARE,http://www.andalusiaregionalhospital.com,36420,,,,,,,,
5196,5800 SOUTHLAND DRIVE,60,MOBILE,USA,MOBILE,436693,30.62480849,-88.17800813,BAYPOINTE BEHAVIORAL HEALTH,60,8/9/2019 0:00,AL,OPEN,(251) 450-5901,PSYCHIATRIC,http://www.altapointe.org,36693,,,,,,,,
5197,1 KAMANI ST,21,PAHALA,USA,HAWAII,1196777,19.19966254,-155.472136,KAU HOSPITAL,21,9/26/2019 0:00,HI,OPEN,(808) 932-4200,GENERAL ACUTE CARE,http://www.hhsc.org,96777,,,,,,,,
5198,1000 FOURTH STREET SW,346,MASON CITY,USA,CERRO GORDO,95250401,43.15007558,-93.21671931,MERCY MEDICAL CENTER-NORTH IOWA,346,8/9/2019 0:00,IA,OPEN,(641) 428-7000,GENERAL ACUTE CARE,http://www.mercynorthiowa.com,50401,,,,,,,,
5199,300 PERSHING AVENUE,25,SHENANDOAH,USA,PAGE,12651601,40.75508455,-95.37317521,SHENANDOAH MEMORIAL HOSPITAL,25,8/9/2019 0:00,IA,OPEN,(712) 246-1230,CRITICAL ACCESS,http://www.shenandoahmedcenter.com,51601,,,,,,,,
5200,1026 A AVENUE NE,540,CEDAR RAPIDS,USA,LINN,7352402,41.98523772,-91.66058668,ST. LUKE'S METHODIST HOSPITAL,540,8/9/2019 0:00,IA,OPEN,(319) 369-7211,GENERAL ACUTE CARE,http://www.stlukescr.org/,52402,,,,,,,,
5201,204 N FOURTH AVE E,68,NEWTON,USA,JASPER,8550208,41.70306545,-93.05162676,SKIFF MEDICAL CENTER,68,8/9/2019 0:00,IA,OPEN,(641) 792-1273,GENERAL ACUTE CARE,http://www.skiffmed.com,50208,,,,,,,,
5202,1600 FIRST STREET EAST,25,INDEPENDENCE,USA,BUCHANAN,5150644,42.47034136,-91.87442373,BUCHANAN COUNTY HEALTH CENTER,25,8/9/2019 0:00,IA,OPEN,(319) 332-0999,CRITICAL ACCESS,http://www.bchealth.info,50644,,,,,,,,
5203,407 S WHITE ST,74,MOUNT PLEASANT,USA,HENRY,92552641,40.96229764,-91.55950957,HENRY COUNTY HEALTH CENTER,74,8/9/2019 0:00,IA,OPEN,(319) 385-3141,CRITICAL ACCESS,http://www.hchc.org,52641,,,,,,,,
5204,23019 HIGHWAY 149,25,SIGOURNEY,USA,KEOKUK,92852591,41.3225069,-92.20608695,KEOKUK COUNTY HEALTH CENTER,25,8/9/2019 0:00,IA,OPEN,(641) 622-2720,CRITICAL ACCESS,http://www.kchc.net,52591,,,,,,,,
5205,933 EAST PIERCE STREET,236,COUNCIL BLUFFS,USA,POTTAWATTAMIE,93151503,41.26858246,-95.83535747,METHODIST JENNIE EDMUNDSON,236,8/9/2019 0:00,IA,OPEN,(712) 396-6000,GENERAL ACUTE CARE,https://www.bestcare.org/jennie-edmundson/,51503,,,,,,,,
5206,509 NORTH MADISON STREET,25,BLOOMFIELD,USA,DAVIS,93852537,40.75917145,-92.41552486,DAVIS COUNTY HOSPITAL,25,8/9/2019 0:00,IA,OPEN,(641) 664-2145,CRITICAL ACCESS,http://www.daviscountyhospital.org,52537,,,,,,,,
5207,2959 US HIGHWAY 275,25,HAMBURG,USA,FREMONT,94251640,40.62049313,-95.65062315,GEORGE C GRAPE COMMUNITY HOSPITAL,25,8/9/2019 0:00,IA,OPEN,(712) 382-1515,CRITICAL ACCESS,http://www.grapehospital.com,51640,,,,,,,,
5208,50 NORTH PERRY,285,PONTIAC,USA,OAKLAND,10248342,42.63832271,-83.2914924,MCLAREN OAKLAND,285,8/9/2019 0:00,MI,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.pohmedical.org,48342,,,,,,,,
5209,201 EAST J AVENUE,80,GRUNDY CENTER,USA,GRUNDY,94350638,42.35939319,-92.76196328,GRUNDY COUNTY MEMORIAL HOSPITAL,80,8/9/2019 0:00,IA,OPEN,(319) 824-5421,CRITICAL ACCESS,http://www.grundycountyhospital.com,50638,,,,,,,,
5210,200 MAIN STREET,25,GUTTENBERG,USA,CLAYTON,94452052,42.78612754,-91.09946116,GUTTENBERG MUNICIPAL HOSPITAL,25,8/9/2019 0:00,IA,OPEN,(563) 252-1121,CRITICAL ACCESS,http://www.guttenberghospital.org,52052,,,,,,,,
5211,532 1ST ST NW,25,BRITT,USA,HANCOCK,94550423,43.09821403,-93.80819526,HANCOCK COUNTY HEALTH SYSTEM,25,8/9/2019 0:00,IA,OPEN,(641) 843-5000,CRITICAL ACCESS,http://www.trusthchs.com/hancock-county-health-system,50423,,,,,,,,
5212,3815 HIGHLAND AVENUE,326,DOWNERS GROVE,USA,DUPAGE,12560515,41.81846623,-88.00811566,ADVOCATE GOOD SAMARITAN HOSPITAL,326,9/19/2019 0:00,IL,OPEN,(630) 275-5900,GENERAL ACUTE CARE,http://www.advocatehealth.com/gsam,60515,,,,,,,,
5213,1425 NORTH RANDALL ROAD,255,ELGIN,USA,KANE,1460123,42.07058742,-88.3307023,ADVOCATE SHERMAN HOSPITAL,255,9/19/2019 0:00,IL,OPEN,(847) 742-9800,GENERAL ACUTE CARE,http://www.advocatehealth.com/sherman,60123,,,,,,,,
5214,77 N AIRLITE STREET,184,ELGIN,USA,KANE,10660123,42.03526953,-88.32694713,PRESENCE SAINT JOSEPH HOSPITAL,184,9/19/2019 0:00,IL,OPEN,(847) 695-3200,GENERAL ACUTE CARE,http://www.presencehealth.org/presence-saint-joseph-hospital-elgin,60123,,,,,,,,
5215,355 RIDGE AVE,244,EVANSTON,USA,COOK,3960202,42.02438934,-87.68456805,PRESENCE CHICAGO HOSPITALS NETWORK DBA PRESENCE SAINT FRANCIS HOSPITAL,244,9/19/2019 0:00,IL,OPEN,(847) 316-2353,GENERAL ACUTE CARE,http://www.presencehealth.org/presence-saint-francis-hospital-evanston,60202,,,,,,,,
5216,333 N MADISON,480,JOLIET,USA,WILL,360435,41.52784899,-88.13578744,PRESENCE CENTRAL AND SUBURBAN HOSPITALS NETWORK DBA PRESENCE ST JOSEPH MEDICAL CENTER,480,9/19/2019 0:00,IL,OPEN,(815) 725-7133,GENERAL ACUTE CARE,http://www.presencehealth.org/presence-saint-joseph-medical-center-joliet,60435,,,,,,,,
5217,500 W COURT ST,143,KANKAKEE,USA,KANKAKEE,7560901,41.12071648,-87.87197245,PRESENCE CENTRAL AND SUBURBAN HOSPITALS NETWORK DBA PRECENCE ST MARYS HOSPITAL,143,9/19/2019 0:00,IL,OPEN,(815) 937-2490,GENERAL ACUTE CARE,http://www.presencehealth.org/presence-st-marys-hospital-kankakee,60901,,,,,,,,
5218,1111 N STATE ST,-999,MONTICELLO,USA,PIATT,13661856,40.03407409,-88.56870341,JOHN & MARY KIRBY HOSPITAL,-999,7/27/2012 0:00,IL,CLOSED,(217) 762-2115,CRITICAL ACCESS,http://www.kirbyhospital.org/,61856,,,,,,,,
5219,625 WILLOW STREET,26,ALAMEDA,USA,ALAMEDA,794501,37.76184594,-122.2540476,ALAMEDA HOSPITAL-SOUTH SHORE CONVALESCENT HOSPITAL,26,8/2/2019 0:00,CA,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.alamedahospital.org,94501,,,,,,,,
5220,6767 WEST 29TH STREET,50,GREELEY,USA,WELD,188180634,40.39094296,-104.7905365,UCHEALTH GREELEY HOSPITAL,-999,8/2/2019 0:00,CO,OPEN,(970) 652-2000,GENERAL ACUTE CARE,https://www.uchealth.org/locations/uchealth-greeley-hospital/,80634,,,,,,,,
5221,2927 DEMERE ROAD,101,ST. SIMONS,USA,GLYNN,2031522,31.16402605,-81.40232648,ST SIMONS BY-THE-SEA HOSPITAL,101,8/9/2019 0:00,GA,OPEN,(912) 638-1999,PSYCHIATRIC,http://www.ssbythesea.com,31522,,,,,,,,
5222,5353 REYNOLDS STREET,40,SAVANNAH,USA,CHATHAM,831405,32.02790058,-81.10031062,SELECT SPECIALTY HOSPITAL - SAVANNAH,40,8/9/2019 0:00,GA,OPEN,NOT AVAILABLE,LONG TERM CARE,http://savannah.selectspecialtyhospitals.com/,31405,,,,,,,,
5223,1501 E 3RD STREET,49,DELTA,USA,DELTA,2581416,38.74496462,-108.0470186,DELTA COUNTY MEMORIAL HOSPITAL,49,8/13/2019 0:00,CO,OPEN,(970) 874-7681,GENERAL ACUTE CARE,http://www.deltahospital.org,81416,,,,,,,,
5224,1001 E JOHNSON STREET,15,HOLYOKE,USA,PHILLIPS,8580734,40.57927084,-102.2899025,MELISSA MEMORIAL HOSPITAL,15,8/13/2019 0:00,CO,OPEN,(970) 854-2241,CRITICAL ACCESS,http://www.melissamemorial.org,80734,,,,,,,,
5225,214 S 4TH STREET,19,KREMMLING,USA,GRAND,5480459,40.05697157,-106.3904139,MIDDLE PARK MEDICAL CENTER,19,8/13/2019 0:00,CO,OPEN,(970) 724-3442,CRITICAL ACCESS,http://www.mpmc.org,80459,,,,,,,,
5226,247 SOUTH MAIN STREET,25,REIDSVILLE,USA,TATTNALL,10730453,32.08052775,-82.10912263,OPTIM MEDICAL CENTER TATTNALL,25,8/9/2019 0:00,GA,OPEN,NOT AVAILABLE,CRITICAL ACCESS,http://tattnall.optimhealth.com/,30453,,,,,,,,
5227,1499 FAIR ROAD,150,STATESBORO,USA,BULLOCH,10930458,32.41479139,-81.76996101,EAST GEORGIA REGIONAL MEDICAL CENTER,150,8/9/2019 0:00,GA,OPEN,(912) 486-1500,GENERAL ACUTE CARE,http://www.eastgeorgiaregional.com,30458,,,,,,,,
5228,2260 WRIGHTSBORO ROAD,231,AUGUSTA,USA,RICHMOND,15330904,33.46572907,-82.0183653,TRINITY HOSPITAL OF AUGUSTA,231,8/9/2019 0:00,GA,OPEN,(706) 481-7000,GENERAL ACUTE CARE,http://www.trinityofaugusta.com,30904,,,,,,,,
5229,3405 MIKE PADGETT HIGHWAY,355,AUGUSTA,USA,RICHMOND,19930906,33.39693217,-82.01187344,EAST CENTRAL REGIONAL HOSPITAL,355,8/9/2019 0:00,GA,OPEN,(706) 792-7066,PSYCHIATRIC,http://www.augustareg.dhr.state.ga.us,30906,,,,,,,,
5230,1537 WALTON WAY,80,AUGUSTA,USA,RICHMOND,21530909,33.47633313,-81.99031409,SELECT SPECIALTY HOSPITAL - AUGUSTA,80,8/9/2019 0:00,GA,OPEN,NOT AVAILABLE,LONG TERM CARE,http://www.selectspecialtyhospitals.com/company/locations/augusta.aspx,30909,,,,,,,,
5231,1909 CAREW STREET,16,FORT WAYNE,USA,ALLEN,19046805,41.09362544,-85.10848202,"PARK CENTER, INC",16,8/16/2019 0:00,IN,OPEN,(260) 489-3543,PSYCHIATRIC,http://www.parkcenter.org/,46805,,,,,,,,
5232,200 INDUSTRIAL BOULEVARD,190,DUBLIN,USA,LAURENS,11231021,32.5321546,-82.95040931,FAIRVIEW PARK HOSPITAL,190,8/9/2019 0:00,GA,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.fairviewparkhospital.com,31021,,,,,,,,
5233,1500 EAST SHOTWELL STREET,80,BAINBRIDGE,USA,DECATUR,12531717,30.90277398,-84.55244719,MEMORIAL HOSPITAL AND MANOR,80,8/9/2019 0:00,GA,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.mh-m.org,31717,,,,,,,,
5234,433 MCALISTER ROAD,101,LINCOLNTON,USA,LINCOLN,4128093,35.48991814,-81.20359858,ATRIUM HEALTH LINCOLN,101,8/10/2019 0:00,NC,OPEN,(704) 735-3071,GENERAL ACUTE CARE,http://www.carolinashealthcare.org/body.cfm?id=7626,28093,,,,,,,,
5235,120 GORDON STREET,25,WASHINGTON,USA,WILKES,11930673,33.72860629,-82.74239942,WILLS MEMORIAL HOSPITAL,25,8/9/2019 0:00,GA,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.willsmemorialhospital.com/,30673,,,,,,,,
5236,4600 AMBASSADOR CAFFERY PKWY,23,LAFAYETTE,USA,LAFAYETTE,21970508,30.15267806,-92.04621968,WOMEN'S & CHILDREN'S HOSPITAL,23,8/16/2019 0:00,LA,OPEN,(337) 521-9100,SPECIAL,http://womens-childrens.com/,70508,,,,,,,,
5237,716 VILLAGE RD,30,KENNER,USA,JEFFERSON,12370065,30.02349579,-90.2583297,OCEANS BEHAVIORAL HOSPITAL OF GREATER NEW ORLEANS,30,8/16/2019 0:00,LA,OPEN,(504) 464-8895,PSYCHIATRIC,http://www.obhgno.info/,70065,,,,,,,,
5238,14500 HAYNE BLVD,21,NEW ORLEANS,USA,ORLEANS,18170128,30.07124995,-89.94853339,ST. CATHERINE MEMORIAL HOSPITAL,21,8/16/2019 0:00,LA,OPEN,(504) 210-3000,LONG TERM CARE,http://www.stcatherine-hospital.com,70128,,,,,,,,
5239,115 WEST E STREET,28,TEHACHAPI,USA,KERN,49193561,35.13034378,-118.4487369,ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,28,8/2/2019 0:00,CA,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,https://www.adventisthealth.org/tehachapivalley/,93561,,,,,,,,
5240,1907 W SYCAMORE ST,138,KOKOMO,USA,HOWARD,13746904,40.48608021,-86.15669477,ST VINCENT KOKOMO,138,8/16/2019 0:00,IN,OPEN,(765) 452-5611,GENERAL ACUTE CARE,http://www.stvincent.org/st-joseph/,46904,,,,,,,,
5241,1373 EAST SR 62,72,MADISON,USA,JEFFERSON,19247250,38.79250724,-85.36429796,KING'S DAUGHTERS' HEALTH,72,8/16/2019 0:00,IN,OPEN,(812) 801-0105,GENERAL ACUTE CARE,http://www.kdhmadison.org/,47250,,,,,,,,
5242,4502 HIGHWAY 951,480,JACKSON,USA,EAST FELICIANA,6470748,30.83275689,-91.21400737,EASTERN LA MENTAL HEALTH SYSTEM,480,8/16/2019 0:00,LA,OPEN,(225) 634-0100,PSYCHIATRIC,http://new.dhh.louisiana.gov/index.cfm/directory/detail/219,70748,,,,,,,,
5243,3530 POMONA BOULEVARD,991,POMONA,USA,LOS ANGELES,73991768,34.04149556,-117.809078,LANTERMAN DEVELOPMENTAL CENTER,991,2/4/2016 0:00,CA,CLOSED,NOT AVAILABLE,LONG TERM CARE,http://www.dds.ca.gov/lanterman/index.cfm,91768,,,,,,,,
5244,1355 INDEPENDENCE DRIVE,60,AUGUSTA,USA,RICHMOND,83230901,33.47470392,-81.98030553,WALTON REHABILITATION HOSPITAL,58,8/9/2019 0:00,GA,OPEN,NOT AVAILABLE,REHABILITATION,http://www.healthsouthwalton.com/,30901,,,,,,,,
5245,225 EAGLECREST,25,RANGELY,USA,RIO BLANCO,154881648,40.07878915,-108.806861,RANGELY DISTRICT HOSPITAL,-999,8/13/2019 0:00,CO,OPEN,(970) 675-5011,CRITICAL ACCESS,NOT AVAILABLE,81648,,,,,,,,
5246,999 SAN BERNARDINO ROAD,271,UPLAND,USA,SAN BERNARDINO,38691786,34.10180934,-117.637566,SAN ANTONIO REGIONAL HOSPITAL,271,8/2/2019 0:00,CA,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,https://www.sarh.org/,91786,,,,,,,,
5247,2021 N 12TH ST,-999,GRAND JUNCTION,USA,MESA,153881501,39.08599572,-108.5539196,COMMUNITY HOSPITAL,-999,8/13/2019 0:00,CO,OPEN,(970) 256-6201,GENERAL ACUTE CARE,NOT AVAILABLE,81501,,,,,,,,
5248,2000 BOISE AVE,105,LOVELAND,USA,LARIMER,6780538,40.41299168,-105.0514784,MCKEE MEDICAL CENTER,105,8/13/2019 0:00,CO,OPEN,(970) 669-4640,GENERAL ACUTE CARE,http://www.mckeeloveland.com,80538,,,,,,,,
5249,2500 ROCKY MOUNTAIN AVENUE,146,LOVELAND,USA,LARIMER,6880538,40.41572467,-104.9973755,MEDICAL CENTER OF THE ROCKIES,146,8/13/2019 0:00,CO,OPEN,(970) 624-2500,GENERAL ACUTE CARE,http://www.medctrrockies.org,80538,,,,,,,,
5250,112 E FIFTH ST,25,ANTIGO,USA,LANGLADE,5654409,45.141652,-89.139545,ASPIRUS LANGLADE HOSPITAL,25,8/13/2019 0:00,WI,OPEN,(715) 623-2331,GENERAL ACUTE CARE,http://www.langladehospital.org,54409,,,,,,,,
5251,252 MCHENRY ST,123,BURLINGTON,USA,RACINE,10653105,42.67282391,-88.28118661,AURORA MEMORIAL HSPTL BURLINGTON,123,8/13/2019 0:00,WI,OPEN,(262) 767-6000,GENERAL ACUTE CARE,http://www.aurorahealthcare.org,53105,,,,,,,,
5252,9417 N. COUNCIL ROAD,32,OKLAHOMA CITY,USA,OKLAHOMA,185173162,35.56533807,-97.65691114,INTEGRIS COMMUNITY HOSPITAL - COUNCIL CROSSING,-999,11/25/2019 0:00,OK,OPEN,(405) 550-3280,GENERAL ACUTE CARE,https://integrisok.com/locations/emergency-room/community-hospital-council-crossing-er,73162,,,,,,,,
5253,690 COURTENAY DRIVE NE,81,ATLANTA,USA,FULTON,1130306,33.79088124,-84.36541034,HILLSIDE HOSPITAL,81,8/9/2019 0:00,GA,OPEN,(404) 875-4551,PSYCHIATRIC,http://www.hside.org/,30306,,,,,,,,
5254,1968 PEACHTREE ROAD NW,488,ATLANTA,USA,FULTON,15030309,33.80881537,-84.39441534,PIEDMONT HOSPITAL,481,8/9/2019 0:00,GA,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.piedmonthospital.org,30309,,,,,,,,
5255,1000 JOHNSON FERRY ROAD NE,621,ATLANTA,USA,FULTON,16230342,33.90891163,-84.35392464,NORTHSIDE HOSPITAL,571,8/9/2019 0:00,GA,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.northside.com,30342,,,,,,,,
5256,1518 MULBERRY AVENUE,48,MUSCATINE,USA,MUSCATINE,93552761,41.43340782,-91.05445751,TRINITY MUSCATINE,48,8/9/2019 0:00,IA,OPEN,(563) 264-9100,GENERAL ACUTE CARE,http://www.trinitymuscatine.org,52761,,,,,,,,
5257,410 BENEDICTA AVENUE,25,TRINIDAD,USA,LAS ANIMAS,7281082,37.1732064,-104.4876116,MT SAN RAFAEL HOSPITAL,25,8/13/2019 0:00,CO,OPEN,(719) 846-9213,CRITICAL ACCESS,http://www.msrhc.org,81082,,,,,,,,
5258,400 W 16TH STREET,370,PUEBLO,USA,PUEBLO,8981003,38.28163718,-104.6127363,PARKVIEW MEDICAL CENTER INC,370,8/13/2019 0:00,CO,OPEN,(719) 584-4000,GENERAL ACUTE CARE,http://www.parkviewmc.org,81003,,,,,,,,
5259,1200 E BROAD S,779,RICHMOND,USA,RICHMOND CITY,11423298,37.53980986,-77.4302857,VCU HEALTH SYSTEM,779,11/27/2019 0:00,VA,OPEN,(804) 828-3815,GENERAL ACUTE CARE,http://www.vcuhealth.org/,23219,,,,,,,,
5260,111 MICHIGAN AVENUE NW,313,WASHINGTON,USA,DISTRICT OF COLUMBIA,920010,38.92726607,-77.01439372,CHILDREN'S NATIONAL MEDICAL CENTER,313,8/14/2019 0:00,DC,OPEN,NOT AVAILABLE,CHILDREN,http://www.childrensnational.org/,20010,,,,,,,,
5261,102 IRVING STREET NW,137,WASHINGTON,USA,DISTRICT OF COLUMBIA,820010,38.93054252,-77.01334348,MEDSTAR NATIONAL REHABILITATION HOSPITAL,137,8/14/2019 0:00,DC,OPEN,NOT AVAILABLE,REHABILITATION,http://www.nrhrehab.org/,20010,,,,,,,,
5262,2041 GEORGIA AVENUE NW,264,WASHINGTON,USA,DISTRICT OF COLUMBIA,720001,38.91754841,-77.02009375,HOWARD UNIVERSITY HOSPITAL,264,8/14/2019 0:00,DC,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.huhosp.org/,20001,,,,,,,,
5263,1150 VARNUM STREET NE,408,WASHINGTON,USA,DISTRICT OF COLUMBIA,520017,38.94328726,-76.99122933,PROVIDENCE HOSPITAL,408,8/14/2018 0:00,DC,CLOSED,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.provhosp.org/,20017,,,,,,,,
5264,250 HAMPDEN RD,34,MIDDLETOWN,USA,NEW CASTLE,1619709,39.45343421,-75.67752226,HEALTHSOUTH REHABILITATION HOSPITAL OF MIDDLETOWN,34,8/14/2019 0:00,DE,OPEN,(302) 464-3400,REHABILITATION,http://healthsouthmiddletown.com/,19709,,,,,,,,
5265,119 OAKFIELD DR,422,BRANDON,USA,HILLSBOROUGH,3833511,27.93299888,-82.2878102,BRANDON REGIONAL HOSPITAL,422,8/15/2019 0:00,FL,OPEN,(813) 681-5551,GENERAL ACUTE CARE,http://www.brandonhospital.com,33511,,,,,,,,
5266,800 PRUDENTIAL DR,212,JACKSONVILLE,USA,DUVAL,81832207,30.31539249,-81.66331727,WOLFSON CHILDREN'S HOSPITAL - JACKSONVILLE,-999,8/15/2019 0:00,FL,OPEN,(904) 202-8000,CHILDREN,http://www.wolfsonchildrens.org/pages/default.aspx,32207,,,,,,,,
5267,2020 TALLY RD,46,LEESBURG,USA,LAKE,22834748,28.83690409,-81.89548304,LIFESTREAM BEHAVIORAL CENTER,46,8/15/2019 0:00,FL,OPEN,(352) 315-7800,PSYCHIATRIC,http://www.lsbc.net,34748,,,,,,,,
5268,515 W MAIN ST,46,LEESBURG,USA,LAKE,77934748,28.81095363,-81.87791902,LIFESTREAM BEHAVIORAL CENTER,-999,2/16/2014 0:00,FL,CLOSED,(352) 315-7500,PSYCHIATRIC,http://www.lsbc.net/home.aspx,34748,,,,,,,,
5269,11190 HEALTHPARK BLVD,322,NAPLES,USA,COLLIER,27734110,26.2743089,-81.78874501,NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS,322,8/15/2019 0:00,FL,OPEN,(239) 513-7000,GENERAL ACUTE CARE,http://www.nchmd.org/default.aspx?id=308,34110,,,,,,,,
5270,83 BALDPATE ROAD,35,GEORGETOWN,USA,ESSEX,9901833,42.70521015,-71.01111806,BALDPATE HOSPITAL,-999,8/16/2019 0:00,MA,OPEN,(978) 352-2133,PSYCHIATRIC,http://www.detoxma.com/,1833,,,,,,,,
5271,1250 EAST MARSHALL STREET,811,RICHMOND,USA,RICHMOND CITY,195023298,37.54012818,-77.42950068,VCU HEALTH SYSTEM,-999,11/27/2019 0:00,VA,OPEN,(804) 828-9000,GENERAL ACUTE CARE,https://www.vcuhealth.org/locations/location-details?practice=9,23298,,,,,,,,
